,Stocks,Industry,LastPrice,Change,PctChange,MktCap,URL,Ticker
105,Filatex India,Textiles - Manmade,111.25,0.70,0.63,2464.0,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/filatexindia/FI06,FILATEX.NS
106,Hitech Corp,Plastics,256.20,1.60,0.63,440.0,https://www.moneycontrol.com/india/stockpricequote/plastics/hitechcorporation/HP08,HITECHCORP.NS
107,Aarvee Denim,Textiles - Denim,27.40,0.15,0.55,64.0,https://www.moneycontrol.com/india/stockpricequote/textilesdenim/aarveedenimexports/ADE,AARVEEDEN.NS
108,Nahar Ent,Textiles - Composite Mills,123.75,0.65,0.53,493.0,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/naharindustrialenterprises/NIE,NAHARINDUS.NS
109,Ester Ind,Packaging,167.55,0.85,0.51,1397.0,https://www.moneycontrol.com/india/stockpricequote/packaging/esterindustries/EI20,ESTER.NS
110,Orbit Exports,Textiles - Weaving,150.10,0.75,0.50,411.0,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/orbitexports/OE,ORBTEXP.NS
111,Super Spinning,Textiles - Spinning - Cotton Blended,10.25,0.05,0.49,56.0,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/superspinningmills/SSM07,SUPERSPIN.NS
112,Lux Industries,Textiles - Processing,1824.75,8.70,0.48,5487.0,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/luxindustries/LHI,LUXIND.NS
113,Pudumjee Paper ,Paper,44.00,0.20,0.46,418.0,https://www.moneycontrol.com/india/stockpricequote/paper/pudumjeepaperproductslimited/PPP04,PDMJEPAPER.NS
114,Maral Overseas,Textiles - Spinning - Cotton Blended,67.25,0.30,0.45,279.0,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/maraloverseas/MO,MARALOVER.NS
115,Raymond,Textiles - Woollen & Worsted,980.65,4.35,0.45,6529.0,https://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/raymond/R,RAYMOND.NS
116,Indo Rama Synth,Textiles - Spinning - Synthetic Blended,62.40,0.25,0.40,1629.0,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/indoramasyntheticsindia/IRS,INDORAMA.NS
117,Emami Paper,Paper,178.45,0.70,0.39,1080.0,https://www.moneycontrol.com/india/stockpricequote/paper/emamipapermills/EPM01,EMAMIPAP.NS
118,Vishal Fabrics,Textiles - Spinning - Cotton Blended,25.55,0.10,0.39,505.0,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vishalfabrics/VF01,VISHAL.NS
119,Vardhman Text,Textiles - Spinning - Cotton Blended,328.80,1.20,0.37,9505.0,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vardhmantextiles/VT10,VTL.NS
120,Shreyans Ind,Paper,137.50,0.45,0.33,190.0,https://www.moneycontrol.com/india/stockpricequote/paper/shreyansindustries/SI20,SHREYANIND.NS
121,Cosmo First,Plastics,888.35,2.25,0.25,2422.0,https://www.moneycontrol.com/india/stockpricequote/plastics/cosmofirst/CF08,COSMOFIRST.NS
122,RamkrishnaForge,Castings & Forgings,206.85,0.45,0.22,3307.0,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/ramkrishnaforgings/RF17,RKFORGE.NS
123,BSL,Textiles - Weaving,117.40,0.20,0.17,121.0,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/bsl/BSL,BSL.NS
124,Suryalakshmi Co,Textiles - Spinning - Cotton Blended,71.25,0.10,0.14,134.0,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/suryalakshmicottonmills/SCM02,SURYALAXMI.NS
125,Acrysil India,,704.10,0.95,0.14,1885.0,https://www.moneycontrol.com/india/stockpricequote/acrysilindia/acrysilindia/AI04,ACRYSIL.NS
126,Welspun India,Textiles - Weaving,74.40,0.10,0.13,7351.0,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/welspunindia/WI03,WELSPUNIND.NS
127,Bharat Forge,Castings & Forgings,767.70,1.00,0.13,35743.0,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/bharatforge/BF03,BHARATFORG.NS
